Key,File,Type,UsedInMainMenu,NoTranslate,schinese



MeleeStunBatonS4,items,Melee,,,电击棍[接化发Ⅰ]
MeleeStunBatonS4Desc,items,Melee,,,[67C483]RANK 4\n\n[FFFFFF]攻击时24%几率使目标及周围电击\n范围1.2\n\n可分解为虹彩小晶块
MeleeStunBatonS5,items,Melee,,,电击棍[接化发Ⅱ]
MeleeStunBatonS5Desc,items,Melee,,,[84E1EC]RANK 5\n\n[FFFFFF]攻击时26%几率使目标及周围电击\n范围1.4\n\n可分解为虹彩小晶块
MeleeStunBatonS6,items,Melee,,,电击棍[接化发Ⅲ]
MeleeStunBatonS6Desc,items,Melee,,,[7EA8FB]RANK 6\n\n[FFFFFF]攻击时28%几率使目标及周围电击\n范围1.6\n\n可分解为虹彩小晶块
MeleeStunBatonS7,items,Melee,,,电击棍[偷袭]
MeleeStunBatonS7Desc,items,Melee,,,[7555E1]RANK 7\n\n[FFFFFF]攻击时30%几率使目标及周围电击\n范围1.8\n\n可分解为虹彩小晶块
MeleeStunBatonS8,items,Melee,,,电击棍[没有闪]
MeleeStunBatonS8Desc,items,Melee,,,[FF985E]RANK 8\n\n[FFFFFF]攻击时32%几率使目标及周围电击\n范围2\n\n可分解为虹彩小晶块
MeleeStunBatonS9,items,Melee,,,电击棍[耗子尾汁Ⅰ]
MeleeStunBatonS9Desc,items,Melee,,,[00FF00]RANK 9\n\n[FFFFFF]攻击时34%几率使目标及周围电击\n范围2.2\n\n可分解为虹彩大晶体
MeleeStunBatonS10,items,Melee,,,电击棍[耗子尾汁Ⅱ]
MeleeStunBatonS10Desc,items,Melee,,,[00BFFF]RANK 10\n\n[FFFFFF]攻击时36%几率使目标及周围电击\n范围2.4\n\n可分解为虹彩大晶体
MeleeStunBatonS11,items,Melee,,,电击棍[耗子尾汁Ⅲ]
MeleeStunBatonS11Desc,items,Melee,,,[BA55D3]RANK 11\n\n[FFFFFF]攻击时38%几率使目标及周围电击\n范围2.6\n\n可分解为虹彩大晶体
MeleeStunBatonS12,items,Melee,,,电击棍[年轻人不讲武德]
MeleeStunBatonS12Desc,items,Melee,,,[FFA500]RANK 12\n\n[FFFFFF]攻击时40%几率使目标及周围电击\n范围2.8\n\n可分解为虹彩大晶体
MeleeStunBatonS13,items,Melee,,,电击棍[年轻人不讲武德]
MeleeStunBatonS13Desc,items,Melee,,,[6D0F0F]RANK 12+\n\n[FFFFFF]攻击时40%几率使目标及周围电击\n范围2.8\n\n可分解为绯绯色金



MeleeSpearIronS1,items,Melee,,,铁矛[注射器Ⅰ]
MeleeSpearIronS1Desc,items,Melee,,,[999498]RANK 1\n\n[FFFFFF]对目标造成伤害时\n35%几率回复自身生命值2\n\n可分解为虹彩小晶块
MeleeSpearIronS2,items,Melee,,,铁矛[注射器Ⅱ]
MeleeSpearIronS2Desc,items,Melee,,,[CCECFF]RANK 2\n\n[FFFFFF]对目标造成伤害时\n40%几率回复自身生命值2\n\n可分解为虹彩小晶块
MeleeSpearIronS3,items,Melee,,,铁矛[注射器Ⅲ]
MeleeSpearIronS3Desc,items,Melee,,,[F5F918]RANK 3\n\n[FFFFFF]对目标造成伤害时\n45%几率回复自身生命值2\n\n可分解为虹彩小晶块
MeleeSpearIronS4,items,Melee,,,铁矛[布拉克斯Ⅰ]
MeleeSpearIronS4Desc,items,Melee,,,[67C483]RANK 4\n\n[FFFFFF]对目标造成伤害时\n50%几率回复自身生命值3\n\n可分解为虹彩小晶块
MeleeSpearIronS5,items,Melee,,,铁矛[布拉克斯Ⅱ]
MeleeSpearIronS5Desc,items,Melee,,,[84E1EC]RANK 5\n\n[FFFFFF]对目标造成伤害时\n55%几率回复自身生命值3\n\n可分解为虹彩小晶块
MeleeSpearIronS6,items,Melee,,,铁矛[布拉克斯Ⅲ]
MeleeSpearIronS6Desc,items,Melee,,,[7EA8FB]RANK 6\n\n[FFFFFF]对目标造成伤害时\n60%几率回复自身生命值3\n\n可分解为虹彩小晶块



MeleeSpearSteelS7,items,Melee,,,钢矛[扑哧]
MeleeSpearSteelS7Desc,items,Melee,,,[7555E1]RANK 7\n\n[FFFFFF]对目标造成伤害时\n65%几率回复自身生命值4\n\n可分解为虹彩小晶块
MeleeSpearSteelS8,items,Melee,,,钢矛[传承]
MeleeSpearSteelS8Desc,items,Melee,,,[FF985E]RANK 8\n\n[FFFFFF]对目标造成伤害时\n70%几率回复自身生命值4\n\n可分解为虹彩小晶块
MeleeSpearSteelS9,items,Melee,,,钢矛[冰华Ⅰ]
MeleeSpearSteelS9Desc,items,Melee,,,[00FF00]RANK 9\n\n[FFFFFF]对目标造成伤害时\n75%几率回复自身生命值4\n\n可分解为虹彩大晶体
MeleeSpearSteelS10,items,Melee,,,钢矛[冰华Ⅱ]
MeleeSpearSteelS10Desc,items,Melee,,,[00BFFF]RANK 10\n\n[FFFFFF]对目标造成伤害时\n80%几率回复自身生命值5\n\n可分解为虹彩大晶体
MeleeSpearSteelS11,items,Melee,,,钢矛[冰华Ⅲ]
MeleeSpearSteelS11Desc,items,Melee,,,[BA55D3]RANK 11\n\n[FFFFFF]对目标造成伤害时\n85%几率回复自身生命值5\n\n可分解为虹彩大晶体
MeleeSpearSteelS12,items,Melee,,,钢矛[玉绳绝斩振]
MeleeSpearSteelS12Desc,items,Melee,,,[FFA500]RANK 12\n\n[FFFFFF]对目标造成伤害时\n90%几率回复自身生命值5\n\n可分解为虹彩大晶体
MeleeSpearSteelS13,items,Melee,,,钢矛[玉绳绝斩振]
MeleeSpearSteelS13Desc,items,Melee,,,[6D0F0F]RANK 12+\n\n[FFFFFF]对目标造成伤害时\n90%几率回复自身生命值5\n\n可分解为绯绯色金



MeleeSledgehammerIronS1,items,Melee,,,大铁锤[守护者Ⅰ]
MeleeSledgehammerIronS1Desc,items,Melee,,,[999498]RANK 1\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 14实体伤害 28物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerIronS2,items,Melee,,,大铁锤[守护者Ⅱ]
MeleeSledgehammerIronS2Desc,items,Melee,,,[CCECFF]RANK 2\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 15实体伤害 30物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerIronS3,items,Melee,,,大铁锤[守护者Ⅲ]
MeleeSledgehammerIronS3Desc,items,Melee,,,[F5F918]RANK 3\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 16实体伤害 32物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerIronS4,items,Melee,,,大铁锤[阿鲁伽Ⅰ]
MeleeSledgehammerIronS4Desc,items,Melee,,,[67C483]RANK 4\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 17实体伤害 34物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerIronS5,items,Melee,,,大铁锤[阿鲁伽Ⅱ]
MeleeSledgehammerIronS5Desc,items,Melee,,,[84E1EC]RANK 5\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 18实体伤害 36物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerIronS6,items,Melee,,,大铁锤[阿鲁伽Ⅲ]
MeleeSledgehammerIronS6Desc,items,Melee,,,[7EA8FB]RANK 6\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 19实体伤害 38物块伤害\n\n可分解为虹彩小晶块



MeleeSledgehammerSteelS7,items,Melee,,,大钢锤[啪叽]
MeleeSledgehammerSteelS7Desc,items,Melee,,,[7555E1]RANK 7\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 20实体伤害 40物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerSteelS8,items,Melee,,,大钢锤[砂壁]
MeleeSledgehammerSteelS8Desc,items,Melee,,,[FF985E]RANK 8\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 21实体伤害 42物块伤害\n\n可分解为虹彩小晶块
MeleeSledgehammerSteelS9,items,Melee,,,大钢锤[泰坦Ⅰ]
MeleeSledgehammerSteelS9Desc,items,Melee,,,[00FF00]RANK 9\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 22实体伤害 44物块伤害\n\n可分解为虹彩大晶体
MeleeSledgehammerSteelS10,items,Melee,,,大钢锤[泰坦Ⅱ]
MeleeSledgehammerSteelS10Desc,items,Melee,,,[00BFFF]RANK 10\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 23实体伤害 46物块伤害\n\n可分解为虹彩大晶体
MeleeSledgehammerSteelS11,items,Melee,,,大钢锤[泰坦Ⅲ]
MeleeSledgehammerSteelS11Desc,items,Melee,,,[BA55D3]RANK 11\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 24实体伤害 48物块伤害\n\n可分解为虹彩大晶体
MeleeSledgehammerSteelS12,items,Melee,,,大钢锤[逝者静如斯]
MeleeSledgehammerSteelS12Desc,items,Melee,,,[FFA500]RANK 12\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 25实体伤害 50物块伤害\n\n可分解为虹彩大晶体
MeleeSledgehammerSteelS13,items,Melee,,,大钢锤[逝者静如斯]
MeleeSledgehammerSteelS13Desc,items,Melee,,,[6D0F0F]RANK 12+\n\n[FFFFFF]自身每有50耐力\n增加: 25%护甲穿透 25实体伤害 50物块伤害\n\n可分解为绯绯色金



MeleeKnucklesIronS1,items,Melee,,,铁指虎[猫爪Ⅰ]
MeleeKnucklesIronS1Desc,items,Melee,,,[999498]RANK 1\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：欧拉欧拉欧拉（最高1层）、木大木大木大（最高1层）\n45%几率治疗自身生命值1\n\n可分解为虹彩小晶块
MeleeKnucklesIronS2,items,Melee,,,铁指虎[猫爪Ⅱ]
MeleeKnucklesIronS2Desc,items,Melee,,,[CCECFF]RANK 2\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：欧拉欧拉欧拉（最高2层）、木大木大木大（最高2层）\n45%几率治疗自身生命值1\n\n可分解为虹彩小晶块
MeleeKnucklesIronS3,items,Melee,,,铁指虎[猫爪Ⅲ]
MeleeKnucklesIronS3Desc,items,Melee,,,[F5F918]RANK 3\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高1层）、欧拉欧拉欧拉（最高3层）、木大木大木大（最高3层）\n45%几率治疗自身生命值2\n\n可分解为虹彩小晶块
MeleeKnucklesIronS4,items,Melee,,,铁指虎[狂野Ⅰ]
MeleeKnucklesIronS4Desc,items,Melee,,,[67C483]RANK 4\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高2层）、欧拉欧拉欧拉（最高4层）、木大木大木大（最高4层）\n45%几率治疗自身生命值2\n\n可分解为虹彩小晶块
MeleeKnucklesIronS5,items,Melee,,,铁指虎[狂野Ⅱ]
MeleeKnucklesIronS5Desc,items,Melee,,,[84E1EC]RANK 5\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高3层）、欧拉欧拉欧拉（最高5层）、木大木大木大（最高5层）\n45%几率治疗自身生命值3\n\n可分解为虹彩小晶块
MeleeKnucklesIronS6,items,Melee,,,铁指虎[狂野Ⅲ]
MeleeKnucklesIronS6Desc,items,Melee,,,[7EA8FB]RANK 6\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高4层）、欧拉欧拉欧拉（最高6层）、木大木大木大（最高6层）\n45%几率治疗自身生命值3\n\n可分解为虹彩小晶块



MeleeKnucklesSteelS7,items,Melee,,,钢刺拳[欧拉]
MeleeKnucklesSteelS7Desc,items,Melee,,,[7555E1]RANK 7\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高5层）、欧拉欧拉欧拉（最高7层）、木大木大木大（最高7层）\n45%几率治疗自身生命值4\n\n可分解为虹彩小晶块
MeleeKnucklesSteelS8,items,Melee,,,钢刺拳[木大]
MeleeKnucklesSteelS8Desc,items,Melee,,,[FF985E]RANK 8\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高6层）、欧拉欧拉欧拉（最高8层）、木大木大木大（最高8层）\n45%几率治疗自身生命值4\n\n可分解为虹彩小晶块
MeleeKnucklesSteelS9,items,Melee,,,钢刺拳[狂舞Ⅰ]
MeleeKnucklesSteelS9Desc,items,Melee,,,[00FF00]RANK 9\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高7层）、欧拉欧拉欧拉（最高9层）、木大木大木大（最高9层）\n45%几率治疗自身生命值5\n\n可分解为虹彩大晶体
MeleeKnucklesSteelS10,items,Melee,,,钢刺拳[狂舞Ⅱ]
MeleeKnucklesSteelS10Desc,items,Melee,,,[00BFFF]RANK 10\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高8层）、欧拉欧拉欧拉（最高10层）、木大木大木大（最高10层）\n45%几率治疗自身生命值5\n\n可分解为虹彩大晶体
MeleeKnucklesSteelS11,items,Melee,,,钢刺拳[狂舞Ⅲ]
MeleeKnucklesSteelS11Desc,items,Melee,,,[BA55D3]RANK 11\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高9层）、欧拉欧拉欧拉（最高11层）、木大木大木大（最高11层）\n45%几率治疗自身生命值6\n\n可分解为虹彩大晶体
MeleeKnucklesSteelS12,items,Melee,,,钢刺拳[百武纳留跳]
MeleeKnucklesSteelS12Desc,items,Melee,,,[FFA500]RANK 12\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高10层）、欧拉欧拉欧拉（最高12层）、木大木大木大（最高12层）\n45%几率治疗自身生命值6\n\n可分解为虹彩大晶体
MeleeKnucklesSteelS13,items,Melee,,,钢刺拳[百武纳留跳]
MeleeKnucklesSteelS13Desc,items,Melee,,,[6D0F0F]RANK 12+\n\n[FFFFFF]对目标造成伤害时\n获得BUFF：小拳拳锤你胸口（最高10层）、欧拉欧拉欧拉（最高12层）、木大木大木大（最高12层）\n45%几率治疗自身生命值6\n\n可分解为绯绯色金



ArmorPathFinderHeadS2,items,Armor,,,虹彩炼金·拓荒者-头盔
ArmorPathFinderHeadS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderChestS2,items,Armor,,,虹彩炼金·拓荒者-胸甲
ArmorPathFinderChestS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderGlovesS2,items,Armor,,,虹彩炼金·拓荒者-手套
ArmorPathFinderGlovesS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderPantsS2,items,Armor,,,虹彩炼金·拓荒者-护腿
ArmorPathFinderPantsS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderBootsS2,items,Armor,,,虹彩炼金·拓荒者-鞋子
ArmorPathFinderBootsS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderHeadS4,items,Armor,,,虹彩炼金·拓荒者-头盔 +1
ArmorPathFinderHeadS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderChestS4,items,Armor,,,虹彩炼金·拓荒者-胸甲 +1
ArmorPathFinderChestS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderGlovesS4,items,Armor,,,虹彩炼金·拓荒者-手套 +1
ArmorPathFinderGlovesS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderPantsS4,items,Armor,,,虹彩炼金·拓荒者-护腿 +1
ArmorPathFinderPantsS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderBootsS4,items,Armor,,,虹彩炼金·拓荒者-鞋子 +1
ArmorPathFinderBootsS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderHeadS6,items,Armor,,,虹彩炼金·拓荒者-头盔 +2
ArmorPathFinderHeadS6Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderChestS6,items,Armor,,,虹彩炼金·拓荒者-胸甲 +2
ArmorPathFinderChestS6Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderGlovesS6,items,Armor,,,虹彩炼金·拓荒者-手套 +2
ArmorPathFinderGlovesS6Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderPantsS6,items,Armor,,,虹彩炼金·拓荒者-护腿 +2
ArmorPathFinderPantsS6Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderBootsS6,items,Armor,,,虹彩炼金·拓荒者-鞋子 +2
ArmorPathFinderBootsS6Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderHeadS8,items,Armor,,,虹彩炼金·拓荒者-头盔 +3
ArmorPathFinderHeadS8Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderChestS8,items,Armor,,,虹彩炼金·拓荒者-胸甲 +3
ArmorPathFinderChestS8Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderGlovesS8,items,Armor,,,虹彩炼金·拓荒者-手套 +3
ArmorPathFinderGlovesS8Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderPantsS8,items,Armor,,,虹彩炼金·拓荒者-护腿 +3
ArmorPathFinderPantsS8Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderBootsS8,items,Armor,,,虹彩炼金·拓荒者-鞋子 +3
ArmorPathFinderBootsS8Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩小晶块
ArmorPathFinderHeadS10,items,Armor,,,虹彩炼金·拓荒者-头盔 +4
ArmorPathFinderHeadS10Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderChestS10,items,Armor,,,虹彩炼金·拓荒者-胸甲 +4
ArmorPathFinderChestS10Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderGlovesS10,items,Armor,,,虹彩炼金·拓荒者-手套 +4
ArmorPathFinderGlovesS10Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderPantsS10,items,Armor,,,虹彩炼金·拓荒者-护腿 +4
ArmorPathFinderPantsS10Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderBootsS10,items,Armor,,,虹彩炼金·拓荒者-鞋子 +4
ArmorPathFinderBootsS10Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderHeadS12,items,Armor,,,虹彩炼金·拓荒者-头盔 +5
ArmorPathFinderHeadS12Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderChestS12,items,Armor,,,虹彩炼金·拓荒者-胸甲 +5
ArmorPathFinderChestS12Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderGlovesS12,items,Armor,,,虹彩炼金·拓荒者-手套 +5
ArmorPathFinderGlovesS12Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderPantsS12,items,Armor,,,虹彩炼金·拓荒者-护腿 +5
ArmorPathFinderPantsS12Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderBootsS12,items,Armor,,,虹彩炼金·拓荒者-鞋子 +5
ArmorPathFinderBootsS12Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为虹彩大晶体
ArmorPathFinderHeadS13,items,Armor,,,虹彩绯金·拓荒者-头盔
ArmorPathFinderHeadS13Desc,items,Armor,,,[6D0F0F]RANK S+\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为绯绯色金
ArmorPathFinderChestS13,items,Armor,,,虹彩绯金·拓荒者-胸甲
ArmorPathFinderChestS13Desc,items,Armor,,,[6D0F0F]RANK S+\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为绯绯色金
ArmorPathFinderGlovesS13,items,Armor,,,虹彩绯金·拓荒者-手套
ArmorPathFinderGlovesS13Desc,items,Armor,,,[6D0F0F]RANK S+\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为绯绯色金
ArmorPathFinderPantsS13,items,Armor,,,虹彩绯金·拓荒者-护腿
ArmorPathFinderPantsS13Desc,items,Armor,,,[6D0F0F]RANK S+\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为绯绯色金
ArmorPathFinderBootsS13,items,Armor,,,虹彩绯金·拓荒者-鞋子
ArmorPathFinderBootsS13Desc,items,Armor,,,[6D0F0F]RANK S+\n\n[FFFFFF]物块伤害+20%\n[00FF00]套装[5件]：[-]\n所有采集数量+20%\n全属性+1\n\n可分解为绯绯色金



ArmorRoverHeadS2,items,Armor,,,虹彩炼金·漫游者-头盔
ArmorRoverHeadS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverChestS2,items,Armor,,,虹彩炼金·漫游者-胸甲
ArmorRoverChestS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverGlovesS2,items,Armor,,,虹彩炼金·漫游者-手套
ArmorRoverGlovesS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverPantsS2,items,Armor,,,虹彩炼金·漫游者-护腿
ArmorRoverPantsS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverBootsS2,items,Armor,,,虹彩炼金·漫游者-鞋子
ArmorRoverBootsS2Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverHeadS4,items,Armor,,,虹彩炼金·漫游者-头盔 +1
ArmorRoverHeadS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverChestS4,items,Armor,,,虹彩炼金·漫游者-胸甲 +1
ArmorRoverChestS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverGlovesS4,items,Armor,,,虹彩炼金·漫游者-手套 +1
ArmorRoverGlovesS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverPantsS4,items,Armor,,,虹彩炼金·漫游者-护腿 +1
ArmorRoverPantsS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
ArmorRoverBootsS4,items,Armor,,,虹彩炼金·漫游者-鞋子 +1
ArmorRoverBootsS4Desc,items,Armor,,,[FF66B2]RANK S\n\n[FFFFFF]潜行伤害+20%\n[00FF00]套装[5件]：[-]\n行动噪音-20%\n感知+1\n\n可分解为虹彩小晶块
